date,open,high,low,close,volume
2016-01-01,427.55,427.55,421.75,422.9,485196
2016-01-04,420.5,427.45,418.7,422.95,1086036
2016-01-05,424.45,425.5,418.2,421.4,732691
2016-01-06,426.85,426.85,418.5,420.7,1398935
2016-01-07,418.05,418.95,409.5,412.5,1450657
2016-01-08,414.0,418.35,406.9,414.15,1688435
2016-01-11,407.5,416.5,405.55,407.25,1267638
2016-01-12,409.0,409.5,399.0,405.0,1157664
2016-01-13,407.4,414.9,402.15,413.2,1579234
2016-01-14,405.0,420.9,405.0,414.4,2540610
2016-01-15,414.25,421.0,408.0,419.0,2285591
2016-01-18,415.55,426.95,415.55,421.15,1887068
2016-01-19,433.5,435.0,400.0,419.1,5309499
2016-01-20,415.5,423.0,411.5,420.95,1988009
2016-01-21,422.0,425.05,415.6,417.6,1674215
2016-01-22,419.0,425.45,415.95,419.6,1009239
2016-01-25,423.75,429.45,418.4,419.35,1095067
2016-01-27,419.0,420.45,415.1,418.0,1100759
2016-01-28,416.5,424.9,414.85,422.25,1600653
2016-01-29,422.6,435.0,421.15,432.85,1917557
2016-02-01,432.9,444.95,432.9,440.15,1297246
2016-02-02,440.0,442.5,433.5,436.3,1112732
2016-02-03,433.15,435.0,424.4,426.05,978045
2016-02-04,427.55,437.4,424.45,433.65,1317307
2016-02-05,438.5,438.5,429.15,434.8,983851
2016-02-08,433.05,434.45,423.0,424.85,805217
2016-02-09,421.5,422.0,402.95,405.2,1667218
2016-02-10,407.75,416.5,403.8,413.7,1132697
2016-02-11,413.7,413.7,400.8,404.0,1619207
2016-02-12,407.0,412.9,392.45,399.1,1392467
2016-02-15,406.5,416.25,405.15,413.55,1380806
2016-02-16,412.55,418.95,409.6,412.15,1052299
2016-02-17,414.95,417.5,408.15,412.4,1360181
2016-02-18,414.5,423.5,413.65,421.95,1064582
2016-02-19,421.0,428.5,414.2,425.75,1183068
2016-02-22,424.9,424.9,420.05,422.95,923775
2016-02-23,422.5,424.5,413.5,414.45,630477
2016-02-24,414.8,419.5,404.5,405.5,861124
2016-02-25,403.5,407.5,399.85,404.35,809816
2016-02-26,407.15,416.0,407.0,412.3,1023912
2016-02-29,411.0,415.8,397.5,406.6,1547030
2016-03-01,406.95,420.7,404.5,416.05,1057236
2016-03-02,418.5,432.5,414.65,427.4,1639639
2016-03-03,432.5,433.15,425.8,429.65,1007921
2016-03-04,430.1,430.55,415.15,417.7,1777388
2016-03-08,414.0,415.95,404.7,407.6,3245006
2016-03-09,406.95,409.0,400.65,407.8,6110739
2016-03-10,410.9,411.45,403.2,408.9,2507897
