date,open,high,low,close,volume
2016-01-01,601.61,611.88,600.0,609.59,303940
2016-01-04,609.9,609.9,599.55,605.25,407200
2016-01-05,607.5,609.89,598.0,599.79,511200
2016-01-06,599.69,618.0,595.1,610.73,346010
2016-01-07,609.98,618.99,603.02,610.63,782290
2016-01-08,613.6,636.52,609.26,631.45,1035070
2016-01-11,631.19,638.9,622.1,630.62,532400
2016-01-12,631.0,632.9,615.2,620.88,584520
2016-01-13,622.0,629.54,603.51,607.79,1035940
2016-01-14,605.0,612.13,598.95,607.59,557540
2016-01-15,603.0,614.59,588.15,597.53,415270
2016-01-18,591.52,597.5,546.83,550.32,1122130
2016-01-19,550.32,571.0,534.91,564.49,637010
2016-01-20,562.0,570.0,545.71,563.94,980180
2016-01-21,569.01,582.51,561.0,574.21,709580
2016-01-22,581.7,584.9,575.35,582.07,561330
2016-01-25,582.49,595.0,582.4,585.63,468140
2016-01-27,590.7,598.89,581.8,593.7,392950
2016-01-28,594.96,598.0,573.0,577.61,695190
2016-01-29,583.9,597.0,575.6,592.84,359630
2016-02-01,606.7,606.7,588.3,600.32,329270
2016-02-02,603.7,605.01,578.11,581.14,783640
2016-02-03,576.0,648.99,560.1,637.98,5168290
2016-02-04,641.1,642.57,622.0,634.39,1388570
2016-02-05,634.8,675.0,634.8,669.84,2395660
2016-02-08,669.66,683.8,656.1,666.02,1035210
2016-02-09,660.0,666.58,639.6,658.41,921180
2016-02-10,658.41,670.76,641.0,647.86,791800
2016-02-11,653.47,653.5,606.1,617.92,1106940
2016-02-12,620.3,633.8,593.0,599.68,1471630
2016-02-15,614.69,630.0,611.7,621.0,965370
2016-02-16,619.2,624.79,596.53,601.14,657200
2016-02-17,604.9,616.5,583.02,611.1,667170
2016-02-18,616.0,623.5,610.5,616.4,327650
2016-02-19,619.0,621.5,602.0,604.81,472030
2016-02-22,613.9,613.9,585.12,600.25,527480
2016-02-23,603.15,604.5,585.8,589.49,435570
2016-02-24,590.69,590.69,580.0,581.42,475810
2016-02-25,584.95,585.5,560.88,575.29,1169870
2016-02-26,584.5,586.0,573.62,580.85,1091040
2016-02-29,580.85,607.0,564.4,593.21,640470
2016-03-01,596.02,626.0,596.02,620.89,867750
2016-03-02,628.0,650.9,624.34,637.09,1222010
2016-03-03,638.1,641.0,617.98,620.77,654510
2016-03-04,629.9,638.7,615.4,633.46,462750
2016-03-08,633.98,643.27,627.41,629.31,529490
2016-03-09,629.5,647.5,620.56,642.38,628590
2016-03-10,643.02,646.0,638.12,640.49,404230
2016-03-11,644.98,644.98,633.0,640.04,431390
2016-03-14,640.5,654.5,640.5,651.68,457910
2016-03-15,654.5,659.5,642.1,647.42,519580
2016-03-16,646.49,649.0,633.2,648.24,583330
2016-03-17,653.53,665.0,649.57,658.16,927920
2016-03-18,660.85,666.31,649.3,663.24,699200
2016-03-21,666.7,671.57,660.0,665.4,1171590
2016-03-22,666.5,667.79,656.18,660.76,345300
2016-03-23,663.0,689.9,660.91,687.42,1245940
2016-03-28,689.9,690.0,669.0,670.02,659680
2016-03-29,664.5,674.9,663.99,665.68,441940
2016-03-30,667.29,682.19,667.01,678.78,479890
2016-03-31,675.55,699.0,673.5,692.42,745590
2016-04-01,693.9,703.1,680.01,687.75,664580
2016-04-04,690.0,696.28,683.23,686.97,633850
2016-04-05,685.0,692.0,680.01,682.36,557790
2016-04-06,689.0,699.5,684.61,694.76,455050
2016-04-07,697.9,704.65,694.55,698.26,560950
2016-04-08,702.5,717.5,696.0,713.35,746730
2016-04-11,715.0,723.0,710.0,719.32,559860
2016-04-12,722.0,737.3,719.5,733.55,1233470
2016-04-13,739.0,752.0,738.01,743.04,1042540
2016-04-18,743.3,753.17,728.55,731.39,1455810
2016-04-20,739.7,741.93,720.0,721.34,1553840
2016-04-21,721.0,722.01,694.55,698.65,1810180
2016-04-22,698.65,701.64,689.1,697.12,979300
2016-04-25,699.89,701.99,682.95,685.39,660560
2016-04-26,687.5,713.21,684.01,700.44,1335050
2016-04-27,700.0,704.18,691.56,694.57,799640
2016-04-28,693.0,704.0,692.5,696.71,1536750
2016-04-29,696.0,698.32,679.52,682.91,769720
2016-05-02,687.4,710.0,675.0,705.38,783370
2016-05-03,710.0,712.58,694.0,698.55,989390
2016-05-04,698.05,703.97,691.38,695.42,885130
2016-05-05,699.65,718.4,696.15,715.55,915040
2016-05-06,722.35,728.0,711.31,726.45,669860
2016-05-09,730.0,745.0,723.65,737.87,860620
2016-05-10,742.5,746.2,734.45,741.23,783390
2016-05-11,739.69,749.7,727.55,748.29,821050
2016-05-12,752.0,769.5,745.36,767.02,947120
2016-05-13,771.5,781.0,759.0,762.62,1625310
2016-05-16,764.0,785.81,761.59,777.11,1277500
2016-05-17,782.4,782.4,773.0,775.84,622900
2016-05-18,773.43,782.0,768.5,774.26,722670
2016-05-19,775.99,782.0,770.56,773.82,790930
2016-05-20,774.6,784.32,766.97,777.05,748140
2016-05-23,780.1,783.5,750.27,765.37,1055320
2016-05-24,774.5,774.5,721.55,762.56,4304490
2016-05-25,760.0,760.0,725.5,733.73,2006860
2016-05-26,739.0,752.0,738.0,745.84,1638490
2016-05-27,754.3,773.98,746.73,766.79,1385490
2016-05-30,770.0,772.0,755.94,764.35,763250
2016-05-31,766.81,775.0,747.0,758.88,15459230
2016-06-01,752.8,771.9,748.0,764.24,997090
2016-06-02,766.18,800.0,759.0,796.46,1588230
2016-06-03,800.0,809.5,788.2,789.96,1305340
2016-06-06,794.9,794.91,775.1,777.41,837280
2016-06-07,780.0,785.4,765.0,768.73,1425880
2016-06-08,773.8,785.77,766.27,774.8,994080
2016-06-09,778.98,778.98,769.0,771.9,310120
2016-06-10,774.68,774.68,757.5,759.57,689240
2016-06-13,755.0,755.9,745.0,750.06,988220
2016-06-14,750.1,754.2,742.0,749.19,746670
2016-06-15,749.0,768.79,749.0,765.12,486230
2016-06-16,762.5,765.94,755.95,759.63,581090
2016-06-17,761.75,764.99,747.5,753.02,641180
2016-06-20,753.0,760.0,744.5,753.99,546040
2016-06-21,757.98,768.5,752.5,760.61,458350
2016-06-22,756.01,764.48,756.01,759.91,303690
2016-06-23,757.5,774.01,757.5,769.69,307300
2016-06-24,759.4,762.79,741.64,758.81,754260
2016-06-27,753.15,771.2,753.15,769.56,681740
2016-06-28,776.5,776.5,765.1,769.67,616330
2016-06-29,770.0,774.28,767.1,768.58,197100
2016-06-30,771.5,802.5,768.01,799.67,1341000
2016-07-01,805.0,824.0,799.5,816.72,1111420
2016-07-04,817.55,828.19,810.0,820.44,423520
2016-07-05,820.44,822.0,811.1,817.0,476030
2016-07-07,814.1,820.0,808.05,809.57,445790
2016-07-08,810.0,823.9,806.81,820.78,554820
2016-07-11,829.96,871.5,825.01,856.75,2626660
2016-07-12,868.0,871.0,857.0,862.72,968930
2016-07-13,863.99,875.5,852.36,857.53,1180570
2016-07-14,861.99,872.22,857.5,867.02,924650
2016-07-15,870.0,878.5,866.01,870.01,714800
2016-07-18,879.0,883.6,875.0,880.07,727670
2016-07-19,880.99,883.0,860.0,864.31,858270
2016-07-20,866.6,875.3,858.74,864.01,628890
2016-07-21,872.9,878.4,865.17,870.79,2367430
2016-07-22,870.7,887.49,868.32,883.78,732040
2016-07-25,888.2,903.0,885.35,898.37,2290140
2016-07-26,909.99,998.99,890.0,984.84,9564650
2016-07-27,990.0,993.77,951.54,979.35,3840330
2016-07-28,979.0,1046.0,967.75,1031.68,5956320
2016-07-29,1039.0,1047.84,1025.0,1037.27,2824840
2016-08-01,1046.0,1140.87,1043.0,1122.63,5296000
2016-08-02,1130.0,1177.0,1080.0,1094.41,4098180
2016-08-03,1095.0,1095.0,994.0,1000.56,5446140
2016-08-04,1012.5,1031.76,972.35,996.97,3806870
2016-08-05,1020.0,1026.22,981.52,1009.47,2681260
2016-08-08,1026.7,1028.14,997.3,1003.44,1656960
2016-08-09,1010.0,1026.0,991.0,1017.98,1440470
2016-08-10,1015.0,1027.0,990.0,999.83,1144720
2016-08-11,1004.99,1007.55,984.9,1000.73,890100
2016-08-12,1002.1,1019.9,998.16,1015.44,797540
2016-08-16,1016.01,1032.5,1002.05,1020.36,906360
2016-08-17,1020.0,1025.0,1013.43,1020.88,395520
2016-08-18,1023.44,1029.35,1006.9,1013.46,618830
2016-08-19,1020.0,1024.0,1012.51,1018.31,406760
2016-08-22,1016.79,1023.2,1012.11,1016.62,494270
2016-08-23,1023.95,1023.95,991.5,1004.07,669540
2016-08-24,1012.9,1014.9,1002.65,1005.36,437540
2016-08-25,1006.0,1034.2,1002.61,1028.97,1254530
2016-08-26,1035.56,1062.0,1034.75,1048.09,916240
2016-08-29,1057.8,1080.77,1041.82,1074.36,1064600
2016-08-30,1087.2,1094.0,1070.56,1077.74,1394230
2016-08-31,1100.0,1116.3,1081.11,1101.11,1910090
2016-09-01,1103.05,1126.0,1100.0,1116.09,1291910
2016-09-02,1122.9,1128.0,1107.9,1113.98,1001600
2016-09-06,1120.1,1129.9,1117.61,1126.59,755340
2016-09-07,1129.5,1174.0,1129.4,1139.33,2519340
2016-09-08,1153.9,1173.6,1080.0,1162.8,1604933
2016-09-09,1171.0,1183.9,1144.55,1153.55,758416
2016-09-12,1124.8,1133.85,1050.0,1094.4,1034612
2016-09-14,1103.0,1108.0,1068.0,1101.05,1049761
2016-09-15,1108.9,1113.0,1085.0,1099.0,661551
2016-09-16,1109.0,1117.1,1080.7,1087.85,803966
2016-09-19,1096.5,1096.5,1072.2,1075.9,824883
2016-09-20,1050.05,1088.95,1050.05,1075.05,597126
2016-09-21,1084.9,1084.9,1066.05,1070.25,722885
2016-09-22,1083.25,1132.2,1070.75,1127.95,1363628
2016-09-23,1138.4,1144.5,1118.3,1126.5,1160432
2016-09-26,1118.0,1139.85,1115.55,1122.8,648551
2016-09-27,1130.0,1130.0,1091.85,1098.6,905372
2016-09-28,1105.0,1113.9,1092.05,1106.1,875357
2016-09-29,1120.0,1123.0,1011.2,1037.15,1550065
2016-09-30,1039.95,1066.05,1020.55,1055.9,1151711
2016-10-03,1069.0,1090.0,1068.3,1086.7,881426
2016-10-04,1092.0,1096.35,1072.0,1083.75,490022
2016-10-05,1090.0,1093.85,1068.3,1074.25,729161
2016-10-06,1076.05,1105.0,1066.0,1077.25,1182671
2016-10-07,1086.7,1090.0,1076.0,1082.5,606885
2016-10-10,1085.15,1092.65,1072.5,1073.95,382402
2016-10-13,1085.0,1085.0,1040.2,1053.95,969024
2016-10-14,1061.8,1069.8,1040.1,1061.3,819460
2016-10-17,1064.7,1085.0,1051.05,1078.85,920879
2016-10-18,1089.0,1121.0,1085.1,1117.35,1356207
2016-10-19,1123.3,1129.95,1111.25,1118.85,648141
2016-10-20,1123.5,1135.0,1117.6,1121.4,535999
2016-10-21,1126.0,1139.0,1115.3,1134.3,466028
2016-10-24,1136.5,1142.15,1125.2,1128.95,399832
2016-10-25,1128.0,1145.0,1115.1,1141.7,417201
2016-10-26,1140.0,1163.3,1125.05,1148.4,971690
2016-10-27,1150.95,1162.0,1098.0,1104.8,2014635
2016-10-28,1105.1,1107.0,1052.7,1072.55,1452433
2016-10-30,1082.8,1083.3,1075.0,1080.4,92004
2016-11-01,1087.0,1089.95,1056.3,1060.8,903775
2016-11-02,1048.0,1050.0,1015.6,1019.85,1329886
2016-11-03,1029.8,1046.15,1015.0,1030.85,968028
2016-11-04,1035.0,1036.2,970.1,993.15,1666744
2016-11-07,1009.8,1028.4,985.2,990.4,1063258
2016-11-08,996.7,1001.9,972.0,983.7,960336
2016-11-09,920.0,934.5,836.15,929.15,3384855
2016-11-10,950.0,979.3,923.9,929.2,1753921
2016-11-11,920.0,920.0,850.0,858.1,2780607
2016-11-15,868.6,868.6,762.3,815.05,4368353
2016-11-16,827.0,942.7,803.55,899.8,7757348
2016-11-17,903.5,903.5,860.0,871.15,1929384
2016-11-18,872.0,901.45,865.0,878.4,1647276
2016-11-21,891.45,891.45,815.5,832.2,2076791
2016-11-22,850.05,863.0,830.25,858.0,1434086
2016-11-23,871.0,871.45,844.5,850.25,1161595
2016-11-24,847.5,850.85,816.15,820.7,1613090
2016-11-25,831.0,884.0,823.25,877.9,1623036
2016-11-28,876.2,899.0,857.8,879.25,1818863
2016-11-29,884.5,926.3,883.9,907.25,2546446
2016-11-30,910.0,927.85,909.05,919.8,1775315
2016-12-01,926.0,929.9,910.0,914.2,997475
2016-12-02,904.0,910.0,880.0,886.5,1818221
2016-12-05,887.0,907.8,885.0,902.25,797813
2016-12-06,903.3,923.9,893.3,898.05,878434
2016-12-07,906.7,910.75,875.65,891.05,888028
2016-12-08,908.0,915.9,904.1,911.55,1001920
2016-12-09,913.8,917.7,891.55,896.35,651767
2016-12-12,896.75,896.75,834.0,843.6,2395425
2016-12-13,820.0,843.4,805.0,836.75,2913971
2016-12-14,839.7,857.85,832.8,848.75,1423592
2016-12-15,835.1,866.9,831.05,853.8,833495
2016-12-16,860.9,863.0,848.0,850.8,626459
2016-12-19,853.2,853.2,818.9,822.9,808312
2016-12-20,825.0,829.5,786.3,805.8,2029604
2016-12-21,811.0,814.8,783.05,788.6,1608265
2016-12-22,784.8,784.8,760.5,765.4,1836222
2016-12-23,776.7,827.9,761.3,808.95,3365297
2016-12-26,810.0,821.3,782.05,810.0,2133916
2016-12-27,811.0,827.9,799.35,809.75,3505564
2016-12-28,816.35,840.9,811.0,820.2,2124609
2016-12-29,820.0,839.75,816.25,833.35,1594084
2016-12-30,840.0,854.7,833.0,842.2,842564
2017-01-02,852.0,873.9,842.0,870.05,949967
2017-01-03,870.0,889.0,859.25,884.0,1260264
2017-01-04,887.1,891.0,868.0,871.9,971428
2017-01-05,883.35,903.0,875.05,899.75,1423447
2017-01-06,911.0,914.9,875.9,878.45,4040625
2017-01-09,887.8,893.75,875.1,878.25,615381
2017-01-10,884.7,901.95,880.05,899.75,1147293
2017-01-11,905.0,909.5,891.0,896.15,2005189
2017-01-12,902.5,909.95,886.0,891.2,737750
2017-01-13,893.2,905.5,888.1,900.05,821185
2017-01-16,900.0,920.1,894.45,917.7,1117504
2017-01-17,923.9,924.6,910.5,914.35,849554
2017-01-18,918.7,938.0,915.0,930.35,1525144
2017-01-19,929.8,932.3,916.0,926.3,598997
2017-01-20,924.8,930.0,904.0,907.7,697857
2017-01-23,909.4,931.7,905.15,929.65,829648
2017-01-24,934.95,934.95,921.0,929.75,826288
2017-01-25,931.2,1006.0,931.2,999.85,3874946
2017-01-27,1000.0,1020.0,991.35,995.85,1386916
2017-01-30,990.0,1059.0,989.15,1054.8,4866384
2017-01-31,1058.9,1072.0,1030.75,1036.9,2304584
2017-02-01,1039.0,1069.9,1025.0,1066.15,1860379
2017-02-02,1067.4,1083.95,1050.0,1054.15,1681729
2017-02-03,1055.3,1068.0,1042.3,1047.35,903079
2017-02-06,1056.0,1085.5,1050.1,1073.7,1218063
2017-02-07,1070.0,1075.0,1052.4,1060.95,658786
2017-02-08,1060.0,1069.4,1025.0,1049.45,1046297
2017-02-09,1058.0,1061.65,1026.0,1040.85,916871
2017-02-10,1045.2,1059.0,1038.0,1055.45,643391
2017-02-13,1057.0,1070.0,1043.25,1058.95,484476
2017-02-14,1064.0,1069.0,1055.0,1059.5,438100
2017-02-15,1060.3,1065.0,1029.0,1040.4,679204
2017-02-16,1040.9,1106.0,1035.0,1094.35,1035007
2017-02-17,1110.0,1118.0,1081.1,1089.5,1408853
2017-02-20,1092.95,1109.5,1035.0,1095.9,617565
2017-02-21,1092.2,1105.95,1085.0,1095.9,335482
2017-02-22,1095.0,1104.15,1065.0,1076.25,1000632
2017-02-23,1083.0,1099.0,1066.5,1068.2,1196177
2017-02-27,1070.85,1104.0,1069.0,1091.6,1223440
2017-02-28,1097.75,1119.0,1096.0,1108.2,1257475
2017-03-01,1120.0,1128.9,1070.6,1075.85,2045087
2017-03-02,1083.0,1089.6,1019.1,1048.75,2587153
2017-03-03,1047.5,1056.9,1024.15,1046.25,1185751
2017-03-06,1054.0,1056.0,1026.4,1033.95,1176084
2017-03-07,1034.9,1055.8,1022.4,1052.4,1534634
2017-03-08,1057.75,1084.0,1049.0,1081.2,1763414
2017-03-09,1074.7,1095.0,1068.0,1087.2,1391444
2017-03-10,1092.5,1100.0,1085.1,1094.5,748405
2017-03-14,1112.0,1135.45,1103.4,1126.7,1254682
2017-03-15,1129.0,1143.2,1124.25,1134.55,781510
2017-03-16,1139.7,1178.0,1130.85,1163.5,1234503
2017-03-17,1170.0,1183.7,1151.3,1159.3,822826
2017-03-20,1165.0,1192.3,1142.75,1172.55,978371
2017-03-21,1172.05,1184.95,1146.0,1174.55,2284752
2017-03-22,1155.1,1167.95,1150.0,1159.7,691551
2017-03-23,1161.5,1191.7,1161.5,1185.75,873741
2017-03-24,1190.4,1198.0,1170.55,1177.05,668010
2017-03-27,1177.0,1189.0,1171.0,1185.0,479265
2017-03-28,1194.0,1206.0,1186.75,1194.75,809959
2017-03-29,1199.4,1205.0,1172.0,1180.75,632607
2017-03-30,1180.0,1190.1,1173.0,1181.05,657966
2017-03-31,1188.0,1188.0,1167.5,1171.1,474585
2017-04-03,1170.05,1189.0,1162.0,1181.75,473642
2017-04-05,1190.0,1190.0,1165.0,1173.1,680777
2017-04-06,1177.8,1204.05,1165.75,1198.1,856876
2017-04-07,1198.0,1224.0,1192.2,1201.6,1099961
2017-04-10,1201.7,1252.0,1190.0,1240.75,1046689
2017-04-11,1246.0,1274.0,1242.0,1255.95,1142967
2017-04-12,1260.0,1278.0,1248.0,1266.2,1062045
2017-04-13,1267.8,1292.0,1261.0,1273.9,613348
2017-04-17,1274.9,1282.0,1246.55,1259.55,609476
2017-04-18,1254.4,1270.7,1229.9,1236.05,583708
2017-04-19,1237.8,1252.5,1217.55,1242.95,777297
2017-04-20,1253.0,1258.5,1243.0,1252.0,443637
2017-04-21,1252.0,1259.9,1236.3,1246.95,380126
2017-04-24,1251.1,1275.0,1242.1,1271.75,475488
2017-04-25,1279.0,1349.0,1276.0,1341.7,2092724
2017-04-26,1345.0,1349.9,1301.55,1309.7,1207320
2017-04-27,1315.0,1315.85,1278.05,1285.7,1627631
2017-04-28,1278.05,1295.0,1268.75,1276.2,1183154
2017-05-02,1281.9,1286.15,1257.0,1268.6,708574
2017-05-03,1270.0,1282.8,1260.0,1270.1,1086778
2017-05-04,1271.25,1311.9,1271.25,1296.55,1121302
2017-05-05,1295.0,1303.0,1264.9,1274.25,467205
2017-05-08,1270.25,1286.35,1260.5,1272.0,471627
2017-05-09,1275.0,1292.9,1264.5,1286.1,567703
2017-05-10,1295.0,1331.0,1293.55,1327.0,1302185
2017-05-11,1334.95,1344.9,1318.45,1339.7,672768
2017-05-12,1332.0,1339.0,1305.0,1314.75,438863
2017-05-15,1323.0,1348.5,1317.65,1332.95,634195
2017-05-16,1337.4,1358.8,1327.2,1347.75,788530
2017-05-17,1350.0,1374.0,1297.5,1324.8,2408302
2017-05-18,1299.0,1343.0,1296.05,1314.55,1210985
2017-05-19,1324.0,1333.9,1265.55,1289.15,1167010
2017-05-22,1299.0,1304.0,1237.35,1242.15,873873
2017-05-23,1249.9,1265.0,1190.55,1233.75,1348383
2017-05-24,1234.0,1254.9,1210.0,1224.35,787101
2017-05-25,1230.0,1268.0,1228.25,1258.85,905807
2017-05-26,1261.7,1326.7,1261.7,1317.8,1306793
2017-05-29,1319.4,1333.0,1301.9,1307.45,652289
2017-05-30,1305.2,1324.9,1303.7,1321.55,513005
2017-05-31,1323.0,1334.9,1316.1,1326.95,726284
2017-06-01,1334.0,1339.0,1320.25,1327.35,387968
2017-06-02,1332.4,1365.0,1318.0,1361.25,668081
2017-06-05,1368.55,1372.65,1348.05,1363.1,570009
2017-06-06,1363.4,1367.9,1325.0,1336.65,601678
2017-06-07,1341.1,1360.0,1335.1,1343.15,550988
2017-06-08,1344.9,1372.0,1344.7,1361.7,570819
2017-06-09,1358.0,1382.0,1343.7,1376.85,530582
2017-06-12,1369.95,1383.0,1356.55,1364.95,370028
2017-06-13,1374.0,1380.0,1361.0,1371.5,435644
2017-06-14,1374.2,1375.0,1354.0,1361.0,634727
2017-06-15,1361.1,1413.0,1352.2,1405.25,1569774
2017-06-16,1415.0,1424.85,1403.3,1410.3,824516
2017-06-19,1405.2,1421.7,1395.6,1399.85,426223
2017-06-20,1407.7,1432.9,1395.05,1409.6,781161
2017-06-21,1404.8,1426.0,1401.0,1416.65,449181
2017-06-22,1419.0,1427.0,1395.3,1401.8,477586
2017-06-23,1405.0,1415.5,1366.0,1400.75,620781
2017-06-27,1400.0,1400.0,1336.75,1349.95,1053829
2017-06-28,1341.0,1377.0,1313.9,1372.35,998218
2017-06-29,1379.0,1394.85,1366.5,1376.3,726869
2017-06-30,1367.6,1380.0,1352.5,1373.1,496260
2017-07-03,1380.0,1390.0,1366.5,1387.15,446514
2017-07-04,1390.0,1408.75,1376.55,1379.55,704342
2017-07-05,1375.0,1407.0,1370.1,1398.55,643929
2017-07-06,1398.9,1413.5,1392.35,1399.3,418130
2017-07-07,1398.5,1403.6,1387.4,1391.7,202005
2017-07-10,1451.55,1451.55,1395.1,1412.8,149975
2017-07-11,1419.4,1431.0,1409.6,1419.2,665556
2017-07-12,1424.5,1452.0,1420.0,1443.7,654934
2017-07-13,1452.0,1489.5,1450.9,1485.9,1011798
2017-07-14,1485.0,1508.65,1470.65,1499.4,570522
2017-07-17,1504.95,1549.7,1488.05,1538.5,947006
2017-07-18,1537.95,1545.15,1507.0,1512.35,501708
2017-07-19,1519.65,1577.4,1515.0,1541.85,2655273
2017-07-20,1551.0,1608.0,1547.1,1595.35,2169635
2017-07-21,1598.9,1631.5,1585.0,1621.35,1380541
2017-07-24,1633.0,1637.3,1587.95,1597.4,835475
2017-07-25,1606.9,1632.9,1600.0,1627.5,813854
2017-07-26,1636.0,1695.75,1630.0,1687.15,1475906
2017-07-27,1704.0,1739.8,1671.1,1679.35,1955562
2017-07-28,1672.0,1710.9,1662.55,1701.35,926268
2017-07-31,1718.0,1724.0,1697.6,1703.1,576928
2017-08-01,1709.9,1727.9,1706.05,1716.25,692591
2017-08-02,1724.95,1726.2,1691.1,1707.2,396171
2017-08-03,1714.0,1729.0,1698.05,1701.75,775709
2017-08-04,1704.9,1730.0,1701.05,1723.45,710636
2017-08-07,1735.5,1805.95,1729.6,1798.15,1504033
2017-08-08,1813.0,1829.5,1772.0,1779.8,1761065
2017-08-09,1769.9,1769.9,1682.55,1697.7,1899560
2017-08-10,1680.0,1689.9,1610.05,1635.6,1835002
2017-08-11,1590.0,1732.6,1590.0,1695.4,3505576
2017-08-14,1721.3,1742.35,1705.0,1710.9,1311855
2017-08-16,1730.0,1730.0,1683.2,1721.35,705754
2017-08-17,1730.0,1762.5,1720.5,1728.75,729269
2017-08-18,1710.0,1722.9,1688.5,1704.95,932335
2017-08-21,1704.95,1731.0,1678.55,1690.6,1090057
2017-08-22,1708.0,1713.6,1662.55,1682.9,654334
2017-08-23,1695.9,1784.7,1695.9,1779.3,1825088
2017-08-24,1791.4,1797.7,1752.8,1760.1,1324532
2017-08-28,1773.5,1837.4,1767.0,1829.95,1347345
2017-08-29,1835.0,1835.0,1762.0,1773.4,1482257
2017-08-30,1798.0,1819.4,1777.05,1788.05,1064601
2017-08-31,1797.4,1805.7,1770.0,1781.9,1116765
2017-09-01,1790.0,1807.0,1790.0,1799.95,489396
2017-09-04,1797.95,1820.0,1775.55,1801.35,658965
2017-09-05,1809.85,1815.3,1784.55,1794.4,741229
2017-09-06,1782.0,1883.0,1777.7,1858.95,2742892
2017-09-07,1880.0,1985.9,1871.15,1963.2,4271734
2017-09-08,1970.0,1974.95,1881.0,1891.2,2856329
2017-09-11,1900.0,1935.45,1898.05,1920.45,1098804
2017-09-12,1935.0,1935.0,1886.6,1894.4,1473997
2017-09-13,1895.0,1924.7,1895.0,1907.15,810810
2017-09-14,1913.0,1935.5,1901.0,1909.9,951870
2017-09-15,1895.6,1912.1,1881.4,1902.75,922149
2017-09-18,1916.0,1929.25,1906.6,1911.65,430947
2017-09-19,1924.1,1928.7,1904.05,1911.8,598020
2017-09-20,1918.8,1918.85,1900.0,1904.9,377551
2017-09-21,1908.0,1926.0,1871.55,1919.5,754880
2017-09-22,1910.0,1910.0,1847.0,1863.15,1772943
2017-09-25,1859.95,1859.95,1759.0,1796.0,1826884
2017-09-26,1796.0,1862.8,1780.95,1840.1,1044947
2017-09-27,1859.0,1859.0,1795.25,1806.75,764148
2017-09-28,1817.0,1855.0,1791.0,1842.85,3925555
2017-09-29,1857.95,1875.0,1830.35,1838.05,1216964
2017-10-03,1860.0,1873.5,1831.7,1867.8,975293
2017-10-04,1879.95,1879.95,1852.0,1862.65,538069
2017-10-05,1865.0,1885.5,1855.4,1866.2,398463
2017-10-06,1880.0,1934.55,1868.4,1923.6,1227615
2017-10-09,1928.0,1954.0,1916.0,1941.3,999574
2017-10-10,1944.0,1959.4,1943.0,1950.8,517117
2017-10-11,1967.0,1967.0,1901.95,1923.55,726978
2017-10-12,1940.0,1957.75,1923.0,1953.15,1019350
2017-10-13,1955.1,1973.7,1948.45,1953.05,849832
2017-10-16,1966.0,1967.0,1875.35,1886.3,2652753
2017-10-17,1880.25,1902.0,1856.4,1867.1,1782421
2017-10-18,1870.0,1884.0,1848.65,1868.5,710046
2017-10-19,1872.8,1872.8,1832.0,1845.9,169845
2017-10-23,1845.0,1856.9,1812.2,1833.75,1011137
2017-10-24,1848.0,1848.0,1816.0,1826.05,929872
2017-10-25,1820.0,1820.0,1713.55,1726.35,2865279
2017-10-26,1739.0,1766.0,1700.1,1746.75,1641262
2017-10-27,1760.05,1828.65,1752.45,1819.0,1656079
2017-10-30,1832.0,1836.25,1797.8,1804.3,563901
2017-10-31,1787.0,1824.05,1774.55,1800.6,764883
2017-11-01,1809.6,1819.7,1801.0,1806.75,468999
2017-11-02,1815.0,1821.9,1802.0,1810.2,458603
2017-11-03,1825.0,1845.0,1808.4,1836.95,769995
2017-11-06,1818.0,1844.9,1811.8,1822.0,583097
2017-11-07,1848.0,1848.0,1773.3,1802.55,769590
2017-11-08,1794.55,1804.9,1771.55,1775.7,549567
2017-11-09,1787.05,1793.4,1733.0,1753.0,866349
2017-11-10,1731.1,1769.0,1731.1,1745.0,805954
2017-11-13,1759.95,1759.95,1718.5,1728.75,544530
2017-11-14,1731.0,1769.9,1720.2,1754.9,633554
