date,open,high,low,close,volume
2016-01-01,541.2,545.1,538.05,544.35,798769
2016-01-04,542.0,542.0,534.05,535.25,1296884
2016-01-05,535.1,537.4,530.65,531.2,790218
2016-01-06,528.3,538.35,528.3,533.55,1041384
2016-01-07,530.05,532.45,524.85,528.1,1513857
2016-01-08,530.95,532.25,528.6,531.15,872089
2016-01-11,526.0,530.5,522.65,529.3,822228
2016-01-12,531.95,531.95,521.75,523.45,1064684
2016-01-13,526.0,531.35,518.5,530.05,1128787
2016-01-14,525.05,528.7,519.75,524.85,1569796
2016-01-15,524.0,527.7,519.05,521.05,1354315
2016-01-18,517.8,520.7,510.5,512.9,1623847
2016-01-19,513.6,518.75,513.15,517.9,1601303
2016-01-20,512.5,554.0,503.95,509.15,2390897
2016-01-21,510.5,516.6,506.7,511.5,1575201
2016-01-22,512.85,522.1,511.0,515.15,1059071
2016-01-25,519.95,523.35,516.5,520.55,2535971
2016-01-27,524.2,524.35,516.5,517.8,1009867
2016-01-28,519.5,523.45,515.0,515.85,2487993
2016-01-29,517.6,527.45,517.6,524.9,1340046
2016-02-01,529.0,533.5,526.85,529.85,1152371
2016-02-02,532.5,532.6,525.1,526.9,1632157
2016-02-03,522.25,525.7,521.0,521.9,1212561
2016-02-04,524.0,527.45,522.75,524.6,1418998
2016-02-05,526.4,531.9,522.8,527.6,1880976
2016-02-08,527.5,529.0,515.15,517.9,870481
2016-02-09,513.35,515.75,510.3,513.0,1383865
2016-02-10,511.95,515.05,505.05,506.45,1920570
2016-02-11,505.0,506.5,484.1,487.65,2200900
2016-02-12,489.5,493.2,483.0,485.7,3135536
2016-02-15,490.0,494.1,485.55,486.8,2728240
2016-02-16,490.75,491.0,481.0,486.7,1784024
2016-02-17,488.45,489.95,479.5,487.45,1875981
2016-02-18,493.0,495.6,488.5,494.7,1699964
2016-02-19,494.35,496.3,486.75,494.65,832165
2016-02-22,491.5,498.0,491.5,494.35,1000599
2016-02-23,492.45,492.75,483.0,485.0,1519580
2016-02-24,480.0,481.45,473.2,474.8,1615867
2016-02-25,477.0,478.6,469.1,471.3,2115799
2016-02-26,475.0,485.5,472.5,480.5,1552347
2016-02-29,480.55,491.3,464.0,485.9,2203188
2016-03-01,487.45,493.35,485.9,492.05,1080640
2016-03-02,499.0,505.45,497.5,503.6,1589744
2016-03-03,505.35,510.0,505.0,507.9,1152600
2016-03-04,507.7,512.45,496.55,510.25,1426156
2016-03-08,512.0,512.0,504.75,507.05,478422
2016-03-09,506.5,514.95,503.35,512.4,1632043
2016-03-10,512.4,512.85,505.05,510.6,667848
2016-03-11,509.95,515.4,506.5,514.35,1182714
2016-03-14,514.0,518.95,512.6,513.75,752164
2016-03-15,513.95,516.7,510.8,513.35,1922509
2016-03-16,513.5,517.1,509.45,515.2,1200887
2016-03-17,517.45,519.5,505.55,509.2,1278371
2016-03-18,511.45,516.0,507.65,514.2,1033767
2016-03-21,516.5,523.65,516.1,522.8,1329699
2016-03-22,523.25,528.3,520.35,526.9,1030066
2016-03-23,526.5,526.5,520.25,524.65,2116075
2016-03-28,522.5,526.5,520.8,523.75,2817717
2016-03-29,523.75,529.75,522.1,526.9,1683488
2016-03-30,529.0,534.95,526.95,532.45,1953595
2016-03-31,533.4,539.45,532.5,535.55,5020098
2016-04-01,534.4,538.2,528.4,532.2,1289662
2016-04-04,532.6,536.4,532.0,534.5,1544990
2016-04-05,534.5,538.45,527.8,528.7,1665757
2016-04-06,530.5,533.45,528.35,530.75,1073844
2016-04-07,532.0,532.35,523.5,527.75,977923
2016-04-08,527.5,531.65,527.1,529.65,740699
2016-04-11,530.15,537.05,521.4,535.45,1012405
2016-04-12,534.8,535.5,529.6,531.5,1235370
2016-04-13,536.0,542.45,534.75,540.85,1243651
2016-04-18,541.75,546.0,535.8,543.9,1029267
2016-04-20,545.95,550.0,541.75,548.9,955338
2016-04-21,547.5,552.55,544.5,545.55,2047932
2016-04-22,544.75,550.4,542.6,546.05,1952330
2016-04-25,550.0,550.0,542.25,546.6,1390490
2016-04-26,547.5,557.5,546.25,556.9,1763449
2016-04-27,554.9,562.5,554.5,562.1,1440909
2016-04-28,562.1,568.35,555.15,556.95,2022396
2016-04-29,556.9,568.0,553.1,566.15,1402985
2016-05-02,563.85,565.0,558.0,558.8,965679
2016-05-03,560.95,567.5,556.55,559.0,1173824
2016-05-04,558.75,567.25,557.1,563.65,1323082
2016-05-05,564.0,567.35,561.35,566.15,1303562
2016-05-06,566.0,566.1,558.6,559.8,683288
2016-05-09,560.0,572.45,559.5,570.7,1738295
2016-05-10,571.75,573.75,568.05,572.45,1363250
