date,open,high,low,close,volume
2016-01-01,105.95,106.6,104.05,104.5,1362808
2016-01-04,104.5,106.0,101.35,101.7,1668200
2016-01-05,102.25,105.85,102.2,105.2,2975101
2016-01-06,105.15,107.7,104.0,105.35,4191101
2016-01-07,103.6,106.0,103.4,104.75,3285953
2016-01-08,106.4,106.4,104.9,105.5,1545975
2016-01-11,105.05,105.95,103.5,104.4,1772337
2016-01-12,104.4,105.7,103.15,103.4,1834236
2016-01-13,103.9,105.85,101.35,102.6,1860341
2016-01-14,102.0,103.15,100.15,101.05,1619751
2016-01-15,100.95,101.0,94.3,94.95,3761469
2016-01-18,94.7,99.25,93.0,95.95,3102725
2016-01-19,96.2,98.7,95.4,96.95,1315483
2016-01-20,96.2,98.5,94.15,95.75,2186178
2016-01-21,96.95,98.85,95.05,96.25,1720977
2016-01-22,98.15,105.45,96.8,103.7,4171614
2016-01-25,104.35,105.1,100.0,100.8,3645640
2016-01-27,100.8,102.5,99.05,101.3,2561275
2016-01-28,101.8,103.5,99.0,102.05,7047770
2016-01-29,102.6,105.3,102.35,104.2,2557010
2016-02-01,104.0,105.5,101.1,104.05,1883941
2016-02-02,103.15,104.15,101.75,102.25,2189784
2016-02-03,100.5,102.6,98.65,101.8,1784847
2016-02-04,102.4,104.15,98.1,100.35,3166597
2016-02-05,100.05,100.35,95.7,96.8,3105358
2016-02-08,96.0,100.55,95.05,97.1,3043833
2016-02-09,96.45,99.8,95.75,98.55,4678397
2016-02-10,97.8,98.7,95.45,97.8,3086059
2016-02-11,97.75,99.15,92.35,93.85,3050344
2016-02-12,94.1,94.65,89.0,91.85,4387423
2016-02-15,92.55,94.95,92.15,94.45,3091577
2016-02-16,94.45,95.8,90.8,91.15,1764750
2016-02-17,91.3,92.25,87.0,91.6,2568993
2016-02-18,92.35,93.3,90.2,91.4,2474408
2016-02-19,91.0,92.4,88.75,92.1,921372
2016-02-22,91.85,93.25,89.95,90.85,1201618
2016-02-23,90.95,91.85,89.25,89.6,1455709
2016-02-24,89.05,90.45,87.75,88.7,2907133
2016-02-25,89.05,89.25,85.5,86.2,4246169
2016-02-26,87.05,87.6,84.2,85.95,2191672
2016-02-29,85.95,88.15,82.05,86.25,4990131
2016-03-01,86.65,91.45,85.85,90.75,4533696
2016-03-02,91.3,93.1,89.9,91.7,1782076
2016-03-03,91.0,98.6,89.3,96.05,4152856
2016-03-04,95.25,97.25,93.8,96.4,1425792
2016-03-08,95.55,99.8,95.55,98.8,1840423
2016-03-09,99.05,100.75,98.15,98.8,1929178
2016-03-10,98.9,99.85,96.1,96.55,1790844
2016-03-11,96.55,97.5,95.15,95.95,2661416
2016-03-14,96.45,98.8,96.1,97.0,1740801
2016-03-15,96.55,98.15,95.15,96.3,2156016
2016-03-16,95.7,97.5,93.9,96.0,1201880
2016-03-17,97.8,101.9,97.3,99.85,4485587
2016-03-18,100.35,103.7,99.65,103.0,6411696
2016-03-21,103.8,104.15,101.8,102.7,2468219
2016-03-22,102.6,103.75,101.65,102.05,1547913
2016-03-23,102.2,102.9,100.25,100.65,1557207
2016-03-28,100.65,102.3,100.65,101.1,2883308
2016-03-29,101.0,102.3,97.6,98.3,3307060
2016-03-30,99.6,101.85,99.05,101.6,2638171
2016-03-31,101.6,102.25,99.6,100.75,3910679
2016-04-01,100.25,100.55,97.9,98.3,2072781
2016-04-04,99.05,99.5,97.8,98.4,1515254
2016-04-05,97.55,98.5,95.55,95.95,2056921
