Date,969473,2952193
2020-01-01,246.5,4060.0
2020-01-02,246.6,4069.9
2020-01-03,249.5,4237.0
2020-01-06,251.0,4191.0
2020-01-07,253.25,4199.55
2020-01-08,254.0,4224.85
2020-01-09,254.25,4337.0
2020-01-10,253.95,4388.1
2020-01-13,254.0,4457.55
2020-01-14,256.85,4465.0
2020-01-15,254.0,4451.05
2020-01-16,248.0,4520.0
2020-01-17,252.0,4440.0
2020-01-20,250.8,4500.0
2020-01-21,247.9,4455.0
2020-01-22,248.6,4505.0
2020-01-23,246.45,4470.0
2020-01-24,248.65,4554.0
2020-01-27,247.9,4624.9
2020-01-28,245.9,4670.0
2020-01-29,244.6,4625.0
2020-01-30,247.6,4569.0
2020-01-31,238.0,4502.3
2020-02-01,236.5,4422.0
2020-02-03,237.7,4265.0
2020-02-04,239.0,4394.95
2020-02-05,241.6,4477.0
2020-02-06,242.75,4480.0
2020-02-07,247.0,4476.4
2020-02-10,245.4,4487.0
2020-02-11,240.55,4447.7
2020-02-12,241.7,4492.7
2020-02-13,245.8,4439.95
2020-02-14,243.8,4469.0
2020-02-17,242.9,4443.9
2020-02-18,243.75,4433.6
2020-02-19,244.5,4494.0
2020-02-20,248.0,4450.0
2020-02-24,245.0,4415.0
2020-02-25,244.15,4397.5
2020-02-26,243.05,4320.25
2020-02-27,238.95,4332.55
2020-02-28,228.5,4270.0
2020-03-02,225.8,4255.0
2020-03-03,224.0,4179.9
2020-03-04,224.9,4310.05
2020-03-05,229.05,4182.05
2020-03-06,225.0,4092.6
2020-03-09,220.2,4070.0
2020-03-11,203.7,4070.0
2020-03-12,204.0,3890.0
2020-03-13,199.0,3470.3
2020-03-16,193.95,3650.0
2020-03-17,178.55,3520.0
2020-03-18,176.7,3537.9
2020-03-19,165.0,3139.0
2020-03-20,163.1,3185.0
2020-03-23,165.0,3220.0
2020-03-24,168.5,3100.0
2020-03-25,177.4,2968.2
2020-03-26,176.95,3230.0
2020-03-27,183.15,3390.0
2020-03-30,181.1,3116.0
2020-03-31,187.0,3140.0
2020-04-01,195.7,3245.0
2020-04-03,188.0,3189.0
2020-04-07,188.25,3184.95
2020-04-08,191.5,3241.0
2020-04-09,198.4,3301.0
2020-04-13,198.0,3347.1
2020-04-15,190.05,3560.0
2020-04-16,180.0,3550.0
2020-04-17,192.5,3654.0
2020-04-20,189.0,3570.0
2020-04-21,179.0,3469.0
2020-04-22,177.0,3421.0
2020-04-23,179.4,3435.0
2020-04-24,179.95,3410.0
2020-04-27,180.0,3336.0
2020-04-28,182.1,3412.0
2020-04-29,180.1,3360.1
2020-04-30,185.0,3470.0
2020-05-04,184.5,3431.0
2020-05-05,191.45,3395.0
2020-05-06,185.7,3300.0
2020-05-07,184.0,3323.95
2020-05-08,185.2,3294.0
2020-05-11,185.0,3355.0
2020-05-12,184.2,3344.0
2020-05-13,191.5,3450.0
2020-05-14,184.75,3512.0
2020-05-15,186.0,3629.0
2020-05-18,182.05,3584.4
2020-05-19,182.25,3370.0
2020-05-20,185.0,3449.95
2020-05-21,183.4,3588.0
2020-05-22,189.05,3550.0
2020-05-26,189.0,3665.0
2020-05-27,189.6,3801.0
2020-05-28,203.5,3729.0
2020-05-29,199.35,3809.0
2020-06-01,215.5,3905.0
2020-06-02,215.1,3837.0
2020-06-03,216.1,3889.95
2020-06-04,211.35,3831.0
2020-06-05,220.0,3812.0
2020-06-08,219.0,3910.0
2020-06-09,224.1,3805.0
2020-06-10,220.0,3825.0
2020-06-11,217.0,3789.9
2020-06-12,208.0,3600.0
2020-06-15,211.95,3726.45
2020-06-16,217.45,3785.0
2020-06-17,212.0,3760.0
2020-06-18,216.8,3799.7
2020-06-19,218.0,3859.25
2020-06-22,221.15,3836.35
2020-06-23,215.0,3847.0
2020-06-24,224.0,3982.8
2020-06-25,216.95,3814.8
2020-06-26,219.3,3835.0
2020-06-29,222.05,3839.95
2020-06-30,219.6,3822.0
2020-07-01,221.0,3888.0
2020-07-02,221.0,3911.0
2020-07-03,224.2,3926.0
2020-07-06,225.9,3920.0
2020-07-07,223.2,3940.0
2020-07-08,226.65,3884.95
2020-07-09,224.25,3802.0
2020-07-10,221.0,3835.05
2020-07-13,223.95,3820.0
2020-07-14,228.4,3784.8
2020-07-15,236.0,3782.2
2020-07-16,262.5,3824.95
2020-07-17,258.6,3820.0
2020-07-20,261.35,3863.1
2020-07-21,278.5,3899.0
2020-07-22,272.45,3880.0
2020-07-23,268.3,3862.65
2020-07-24,267.0,3839.0
2020-07-27,270.55,3790.1
2020-07-28,269.3,3877.0
2020-07-29,273.8,4169.9
2020-07-30,280.1,4199.95
2020-07-31,289.6,4159.95
2020-08-03,283.0,4139.0
2020-08-04,281.55,4050.55
2020-08-05,281.25,4034.8
2020-08-06,280.7,4068.9
2020-08-07,281.05,4026.0
2020-08-10,280.0,4048.0
2020-08-11,279.0,3994.0
2020-08-12,280.4,3973.45
2020-08-13,277.9,4024.9
2020-08-14,278.5,4045.0
2020-08-17,278.6,4040.0
2020-08-18,284.75,4039.0
2020-08-19,285.5,4186.0
2020-08-20,279.0,4178.95
2020-08-21,278.95,4187.9
2020-08-24,273.5,4216.95
2020-08-25,274.35,4191.0
2020-08-26,269.95,4170.0
2020-08-27,273.0,4096.0
2020-08-28,274.7,4062.0
2020-08-31,274.0,4062.55
2020-09-01,271.0,3925.0
2020-09-02,272.9,3897.2
2020-09-03,275.5,3967.7
2020-09-04,278.7,3913.25
2020-09-07,276.5,3925.0
